"PLU";"Name";"VAT";"Stock group";"PriceType";"Price";"Single Sale";"Turnover";"Sold Qty";"Stock Qty";"Barcode1";"Barcode2";"Barcode3";"Barcode4";
"698";"RIZITA 0.035";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"699";"AMSTEL PIVO 0.400";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"700";"TUBORG PIVO 0.500";"Ђ";"1";"1";"80.00";"0";"0";"0";"0";"0";"0";"0";"0";
"701";"FETA BELANOVA 0.400";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"702";"EUROVAFEL 4";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"703";"BELANOVA SIR KRISKA 0.400";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"704";"FETA 0.500 TETRAPAK";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"705";"JAFA KOLACI DONUTS";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"706";"MEGA ZACIN 0.900";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"707";"UBRUS BRISKO";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"708";"VLAZNE MARAMICE PAPILON";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"709";"LIBRES 20/1";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"710";"CASE ZA KAFU GRAND";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"711";"PAVLAKA KANTICA 0.700";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"712";"KIS.MLEKO KANTICA 0.700";"Е";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"713";"BUREK SA SIROM 810";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"714";"BUREK SA MESOM 810";"Ђ";"1";"1";"480.00";"0";"0";"0";"0";"0";"0";"0";"0";
"715";"KARELIJA CIGARE";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"716";"CIAO SOKICI 0,200";"Ђ";"1";"1";"30.00";"0";"0";"0";"0";"0";"0";"0";"0";
"717";"STENA TOALET PAPIR";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"718";"ČIČINA RAKIJA 1/1";"Ђ";"1";"1";"550.00";"0";"0";"0";"0";"0";"0";"0";"0";
"719";"MEŠAVINA ZA ROŠTILJ";"Ђ";"1";"1";"60.00";"0";"0";"0";"0";"0";"0";"0";"0";
"720";"MASLINE 0,160 BK";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"721";"PERSIL 7,5 KG";"Ђ";"1";"1";"1350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"722";"ORBIT BUBLE MINT";"Ђ";"1";"1";"70.00";"0";"0";"0";"0";"0";"0";"0";"0";
"723";"AJAKS SPRING 1 L";"Ђ";"1";"1";"260.00";"0";"0";"0";"0";"0";"0";"0";"0";
"724";"DOMAĆICA TART KAJSIJA";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"725";"MILKA BELA 0,100";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"726";"GRAND KAFA 0.200";"Ђ";"1";"1";"450.00";"0";"0";"0";"0";"0";"0";"0";"0";
"727";"MEDENJAK BELI 500";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"728";"SMESA ZA DJUVEC";"Е";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"729";"BOHOR 1.9 L";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"730";"RIBLJI STAPICI 250";"Е";"1";"1";"290.00";"0";"0";"0";"0";"0";"0";"0";"0";
"731";"SIRISTE REKORDERKA 500";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"732";"SIRISTE RADAN 500";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"733";"TUBE 1,5 L MIX";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"734";"KREM BANANICA BG 200/1";"Ђ";"1";"1";"10.00";"0";"0";"0";"0";"0";"0";"0";"0";
"735";"VAS&GO SAMPON";"Ђ";"1";"1";"360.00";"0";"0";"0";"0";"0";"0";"0";"0";
"736";"STRUDLA SMOKVA GOLDEN BEL";"Ђ";"1";"1";"160.00";"0";"0";"0";"0";"0";"0";"0";"0";
"737";"MEDENA STRUDLICA 0,145";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"738";"LAVOR MALI";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"739";"VANGLA VELIKA";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"740";"SLANINSKA KOBASICA";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"741";"SPIC REBRA GURME VP";"Ђ";"1";"1";"850.00";"0";"0";"0";"0";"0";"0";"0";"0";
"742";"LED SIJALICA 12V";"Ђ";"1";"1";"210.00";"0";"0";"0";"0";"0";"0";"0";"0";
"743";"SAMPON PALMOLIVE CITRUS 350";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"744";"BALZAM TOP";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"745";"BOHOR OMEKSIVAC 0,9";"Ђ";"1";"1";"270.00";"0";"0";"0";"0";"0";"0";"0";"0";
"746";"SIR BELANOVA 8/1";"Ђ";"1";"1";"350.00";"0";"0";"0";"0";"0";"0";"0";"0";
"747";"ARIEL PRASAK 2KG";"Ђ";"1";"1";"895.00";"0";"0";"0";"0";"0";"0";"0";"0";
"748";"SNEZNIK 1 L";"Ђ";"1";"1";"160.00";"0";"0";"0";"0";"0";"0";"0";"0";
"749";"SPIN 1/2 LIMUN";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"750";"IZZI MRVICA ORANZ";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"751";"VAFER BAL 250";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"752";"ALTINA TOALET 4/1";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"753";"ALTINA TOALET 6/1";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"754";"NERO RED 100S";"Ђ";"1";"1";"340.00";"0";"0";"0";"0";"0";"0";"0";"0";
"755";"NERO BLUE 100S";"Ђ";"1";"1";"340.00";"0";"0";"0";"0";"0";"0";"0";"0";
"756";"HELL 250";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"757";"GUARANA 0,250";"Ђ";"1";"1";"85.00";"0";"0";"0";"0";"0";"0";"0";"0";
"758";"GRAX CILI LIMETA STAPICI";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"759";"VOCNE KAPI SUMSKO VOCE 2L";"Ђ";"1";"1";"185.00";"0";"0";"0";"0";"0";"0";"0";"0";
"760";"STAPICI SUSAM I MAK";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"761";"GORKI LIST 100";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"762";"IMALIN CRNI ZA OBUCU";"Ђ";"1";"1";"170.00";"0";"0";"0";"0";"0";"0";"0";"0";
"763";"DUKESA DESERT";"Ђ";"1";"1";"240.00";"0";"0";"0";"0";"0";"0";"0";"0";
"764";"VOTKA 100";"Ђ";"1";"1";"120.00";"0";"0";"0";"0";"0";"0";"0";"0";
"765";"UKRASNE KESE VELIKE";"Ђ";"1";"1";"145.00";"0";"0";"0";"0";"0";"0";"0";"0";
"766";"UKRASNE KESE BOCA";"Ђ";"1";"1";"65.00";"0";"0";"0";"0";"0";"0";"0";"0";
"767";"PISKOTE 500 TOP BIS";"Ђ";"1";"1";"325.00";"0";"0";"0";"0";"0";"0";"0";"0";
"768";"TULUMBE 300";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"769";"BAKLAVE 300";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"770";"NAPOLITANKA VERONA 200";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"771";"HALVA VANILA 30";"Ђ";"1";"1";"35.00";"0";"0";"0";"0";"0";"0";"0";"0";
"772";"RUSKA SALATA 400 FRIGO";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"773";"COKO SUPERKOKOS XXL 65";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"774";"BISKVIT COKO 61";"Ђ";"1";"1";"50.00";"0";"0";"0";"0";"0";"0";"0";"0";
"775";"BREF PINE POVER 50";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"776";"TERMO CARAPE";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"777";"HRANA ZA MACE";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"778";"BOMBONE GLAZE 500";"Ђ";"1";"1";"300.00";"0";"0";"0";"0";"0";"0";"0";"0";
"779";"ZRELI SIR 1 KG";"Ђ";"1";"1";"700.00";"0";"0";"0";"0";"0";"0";"0";"0";
"780";"ZRELI SIR 4/1";"Ђ";"1";"1";"675.00";"0";"0";"0";"0";"0";"0";"0";"0";
"781";"PANOL PASTA 500";"Ђ";"1";"1";"225.00";"0";"0";"0";"0";"0";"0";"0";"0";
"782";"LAVOR MALI";"Ђ";"1";"1";"150.00";"0";"0";"0";"0";"0";"0";"0";"0";
"783";"LAVOR VELIKI";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"784";"DJUBROVNIK SA DRŠKOM";"Ђ";"1";"1";"220.00";"0";"0";"0";"0";"0";"0";"0";"0";
"785";"PALMOLIVE SAPUN 0,100";"Ђ";"1";"1";"90.00";"0";"0";"0";"0";"0";"0";"0";"0";
"786";"AJVAR DOBRO 0,360";"Ђ";"1";"1";"180.00";"0";"0";"0";"0";"0";"0";"0";"0";
"787";"ZAJEČARKO PIVO 0,330 LIMENKA";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"788";"LED SIJALICA 12 W";"Ђ";"1";"1";"210.00";"0";"0";"0";"0";"0";"0";"0";"0";
"789";"STENA T,PAPIR 10/1";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"790";"LIBRES 20/1 ULOSCI";"Ђ";"1";"1";"320.00";"0";"0";"0";"0";"0";"0";"0";"0";
"791";"ALTINA TOALET 4/1";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"792";"ALTINA TOALET 6/1";"Ђ";"1";"1";"190.00";"0";"0";"0";"0";"0";"0";"0";"0";
"793";"ALTINA UBRUS";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"794";"HELL 0.250";"Ђ";"1";"1";"75.00";"0";"0";"0";"0";"0";"0";"0";"0";
"795";"VAFER BAL 0.250";"Ђ";"1";"1";"130.00";"0";"0";"0";"0";"0";"0";"0";"0";
"796";"IZZI MRVICA ORANZ";"Ђ";"1";"1";"135.00";"0";"0";"0";"0";"0";"0";"0";"0";
"797";"SPIC REBRA VAKUM";"Ђ";"1";"1";"850.00";"0";"0";"0";"0";"0";"0";"0";"0";
"798";"MVP KEKS 0.150 SL";"Ђ";"1";"1";"100.00";"0";"0";"0";"0";"0";"0";"0";"0";
"799";"SAMPON PALMOLIVE 0.200";"Ђ";"1";"1";"250.00";"0";"0";"0";"0";"0";"0";"0";"0";
"800";"SLANINSKA KOBASICA DJOKIC";"Ђ";"1";"1";"390.00";"0";"0";"0";"0";"0";"0";"0";"0";
"801";"GRIC COKO JEZIC";"Ђ";"1";"1";"140.00";"0";"0";"0";"0";"0";"0";"0";"0";
"802";"VINO ZDREBAC 1/1";"Ђ";"1";"1";"290.00";"0";"0";"0";"0";"0";"0";"0";"0";
"803";"KREM NUTINO 0.500";"Ђ";"1";"1";"330.00";"0";"0";"0";"0";"0";"0";"0";"0";
"804";"MARMELADA 0.600";"Ђ";"1";"1";"200.00";"0";"0";"0";"0";"0";"0";"0";"0";
"805";"KIKIRIKI PRZENI 0.250";"Ђ";"1";"1";"125.00";"0";"0";"0";"0";"0";"0";"0";"0";
